PLR_NAME,PLR_ID,EW,S1,S3,S4,D1,D3,D4,SI_N,SI_V,DI_N,DI_V,SDI_V,KI_01,KI_02,KI_03,KI_04,KI_05,KI_16,KI_06,KI_17,KI_07,KI_09,KI_10,KI_11,KI_12,KI_13
Großgörschenstraße,07100206,8223,5.26064,14.8486,24.33759,0.0051,-1.41993,-3.90448,2,mittel,1,positiv,"Status mittel , Dynamik positiv",2.23,27.78,25.35,60.05,49.01,29.27,-0.63,70.75,22.69,70.59,66.97,25.25,-0.9,-2.2
Bayerischer Platz,07200307,10578,3.62491,7.55341,13.59307,1.22666,-0.46154,0.34111,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.7,27.25,6.32,56.12,36.29,19.72,0.02,59.83,14.73,0,69.37,20.36,-0.39,-1.88
Volkspark (Rudolph-Wilde-Park),07200308,10501,5.73172,12.57023,28.75912,1.64846,0.61097,3.71847,2,mittel,5,negativ,"Status mittel , Dynamik negativ",4.76,27.34,8.22,66.35,45.64,27.34,1.58,61.13,26.64,2.41,60.9,31.38,0.53,1.79
Belziger Straße,07200409,9460,3.10657,9.33404,12.32014,0.21254,-0.45051,-2.76915,2,mittel,3,stabil,"Status mittel , Dynamik stabil",2.19,25.03,14.34,52.72,38.81,22.54,-0.82,59.24,13.57,3.79,68.95,24.55,-0.57,-7.03
Feurigstraße,07200410,5565,7.99104,19.3531,43.52201,2.7919,-0.81187,0.60964,3,niedrig,5,negativ,"Status niedrig , Dynamik negativ",5.64,25.43,14.34,70.41,54.3,30.44,-1.36,70.9,31.96,89.61,66.91,27.17,-0.71,-5.21
Julius-Leber-Brücke,07200411,2786,4.31925,11.77315,15.80645,0.96417,-1.10617,-1.50124,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.38,28.03,14.45,59.46,44.54,26.38,-0.33,69.66,22.63,8.36,65.64,21.67,-2.14,-8.37
Schöneberger Linse,07200412,1094,3.26577,12.88848,33.33333,-1.37191,-2.32891,-23.11828,2,mittel,1,positiv,"Status mittel , Dynamik positiv",2.4,23.42,12.77,84.57,59.87,40.22,2.83,78.86,13.58,58.14,25.95,113.55,75.13,177.12
Cheruskerstraße,07200413,7886,3.40946,8.86381,14.00209,0.89113,-0.13269,0.0041,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.05,29.06,12.77,46.34,35.23,20.33,-0.31,55.77,14.9,27.71,65.93,24.68,-1.12,-7.87
Hohenfriedbergstraße,07200414,3736,3.45188,9.71627,13.70143,0.93029,-0.22478,-3.49602,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.32,29.11,12.66,54.35,39.69,22.19,-1.12,65.5,14.68,85.17,62.49,25.31,-1.13,-6.66
Taunusstraße,07300515,6860,1.92518,4.6793,7.59346,0.51703,-0.1255,0.05921,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.5,23.7,4.54,41.94,25.92,12.74,-0.03,60.07,13.48,0,71.37,19.03,-1.21,-1.4
Odenwaldstraße,07300516,8839,2.04082,4.85349,7.6225,0.48983,-0.1761,0.0947,2,mittel,3,stabil,"Status mittel , Dynamik stabil",0.94,27.91,4.59,40.03,29.34,16.07,-0.28,62.54,10.05,0,69.28,21.14,-1.69,-5.9
Perelsplatz,07300517,8767,2.0451,4.90476,6.91164,0.55151,-0.68395,-1.65508,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.23,24.04,4.57,42.41,30.16,17.25,1.58,57.47,11.55,0,68.36,26.65,0.62,-5.77
Ceciliengärten,07300618,9371,2.51209,5.73044,10.26518,0.49775,-0.68973,-1.71758,2,mittel,3,stabil,"Status mittel , Dynamik stabil",1.29,23.95,4.96,44.24,32.47,16.95,-0.06,60.64,13.05,0,70.91,19.55,-0.57,1.63
Grazer Platz,07300619,12302,4.58768,12.69712,26.39769,0.81982,-0.03778,1.36865,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.14,28.27,8.98,63.05,44.62,23,0.39,67.16,25.01,0.13,70.3,19.96,-0.75,-2.31
Gontermannstraße,07400720,12038,5.66502,11.84582,27.8481,1.45794,-1.23129,-0.62872,2,mittel,3,stabil,"Status mittel , Dynamik stabil",3.12,34.18,7.16,61.8,41.6,20.24,-0.08,64.94,23.7,0.33,71.44,18.32,-0.63,-4.01
